The list_file_train:./annotation/DFEW_set_1_train.txt; The list_file_val:./annotation/DFEW_set_1_test.txt.********************0********************
Current learning rate: 0.01
Epoch: [0][  0/292]	Loss 2.0498 (2.0498)	Accuracy 18.750 (18.750)
Epoch: [164][210/292]	Loss 0.6954 (0.5668)	Accuracy 75.000 (79.191)
Epoch: [164][220/292]	Loss 0.4925 (0.5666)	Accuracy 75.000 (79.087)
Epoch: [164][230/292]	Loss 0.6807 (0.5633)	Accuracy 75.000 (79.194)
Epoch: [164][240/292]	Loss 0.7959 (0.5637)	Accuracy 71.875 (79.085)
Epoch: [164][250/292]	Loss 0.6454 (0.5650)	Accuracy 81.250 (79.021)
Epoch: [164][260/292]	Loss 0.6018 (0.5646)	Accuracy 75.000 (79.047)
Epoch: [164][270/292]	Loss 0.8387 (0.5648)	Accuracy 62.500 (78.978)
Epoch: [164][280/292]	Loss 0.3091 (0.5607)	Accuracy 90.625 (79.193)
Epoch: [164][290/292]	Loss 0.3546 (0.5619)	Accuracy 90.625 (79.274)
Test: [ 0/74]	Loss 1.5167 (1.5167)	Accuracy 53.125 (53.125)
Test: [10/74]	Loss 1.5467 (1.2057)	Accuracy 56.250 (60.795)
Test: [20/74]	Loss 1.3114 (1.2932)	Accuracy 62.500 (59.821)
Test: [30/74]	Loss 1.5484 (1.2901)	Accuracy 62.500 (59.677)
Test: [40/74]	Loss 1.2214 (1.2602)	Accuracy 65.625 (60.366)
Test: [50/74]	Loss 2.1936 (1.3086)	Accuracy 43.750 (59.559)
Test: [60/74]	Loss 0.6007 (1.2590)	Accuracy 71.875 (60.809)
Test: [70/74]	Loss 1.0219 (1.2316)	Accuracy 62.500 (61.444)
Current Accuracy: 61.512
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s194.71567606925964
********************165********************
Current learning rate: 1e-05
Epoch: [165][  0/292]	Loss 0.3238 (0.3238)	Accuracy 87.500 (87.500)
Epoch: [165][ 10/292]	Loss 0.5395 (0.5443)	Accuracy 81.250 (79.830)
Epoch: [165][ 20/292]	Loss 0.4738 (0.5270)	Accuracy 87.500 (80.952)
Epoch: [165][ 30/292]	Loss 0.5410 (0.5404)	Accuracy 75.000 (79.637)
Epoch: [165][ 40/292]	Loss 0.9405 (0.5516)	Accuracy 62.500 (79.116)
Epoch: [165][ 50/292]	Loss 0.4362 (0.5567)	Accuracy 84.375 (79.289)
Epoch: [165][ 60/292]	Loss 0.6785 (0.5553)	Accuracy 68.750 (79.303)
Epoch: [165][ 70/292]	Loss 0.5724 (0.5548)	Accuracy 75.000 (79.357)
Epoch: [165][ 80/292]	Loss 0.7144 (0.5588)	Accuracy 65.625 (78.935)
Epoch: [165][ 90/292]	Loss 0.5370 (0.5584)	Accuracy 87.500 (79.087)
Epoch: [165][100/292]	Loss 0.6340 (0.5607)	Accuracy 81.250 (79.208)
Epoch: [165][110/292]	Loss 0.6788 (0.5678)	Accuracy 81.250 (79.026)
Epoch: [165][120/292]	Loss 0.7602 (0.5701)	Accuracy 75.000 (79.184)
Epoch: [165][130/292]	Loss 0.4081 (0.5758)	Accuracy 87.500 (78.841)
Epoch: [165][140/292]	Loss 0.4143 (0.5698)	Accuracy 87.500 (79.167)
Epoch: [165][150/292]	Loss 0.9322 (0.5702)	Accuracy 68.750 (79.263)
Epoch: [165][160/292]	Loss 0.5002 (0.5667)	Accuracy 87.500 (79.523)
Epoch: [165][170/292]	Loss 0.2097 (0.5678)	Accuracy 96.875 (79.550)
Epoch: [165][180/292]	Loss 0.6380 (0.5641)	Accuracy 75.000 (79.748)
Epoch: [165][190/292]	Loss 0.3388 (0.5635)	Accuracy 90.625 (79.745)
Epoch: [165][200/292]	Loss 0.5921 (0.5652)	Accuracy 78.125 (79.618)
Epoch: [165][210/292]	Loss 0.4299 (0.5685)	Accuracy 81.250 (79.473)
Epoch: [165][220/292]	Loss 0.4858 (0.5684)	Accuracy 78.125 (79.440)
Epoch: [165][230/292]	Loss 0.5827 (0.5699)	Accuracy 87.500 (79.437)
Epoch: [165][240/292]	Loss 0.6199 (0.5686)	Accuracy 81.250 (79.448)
Epoch: [165][250/292]	Loss 0.3881 (0.5686)	Accuracy 81.250 (79.470)
Epoch: [165][260/292]	Loss 0.7097 (0.5702)	Accuracy 75.000 (79.346)
Epoch: [165][270/292]	Loss 0.3835 (0.5673)	Accuracy 87.500 (79.451)
Epoch: [165][280/292]	Loss 0.4470 (0.5682)	Accuracy 84.375 (79.448)
Epoch: [165][290/292]	Loss 0.4213 (0.5679)	Accuracy 75.000 (79.414)
Test: [ 0/74]	Loss 1.4749 (1.4749)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.5619 (1.1776)	Accuracy 56.250 (61.364)
Test: [20/74]	Loss 1.3175 (1.2679)	Accuracy 56.250 (60.119)
Test: [30/74]	Loss 1.5287 (1.2571)	Accuracy 59.375 (60.081)
Test: [40/74]	Loss 1.1742 (1.2292)	Accuracy 68.750 (60.823)
Test: [50/74]	Loss 2.1199 (1.2755)	Accuracy 43.750 (60.478)
Test: [60/74]	Loss 0.5882 (1.2291)	Accuracy 71.875 (61.629)
Test: [70/74]	Loss 1.0883 (1.2067)	Accuracy 59.375 (61.972)
Current Accuracy: 61.854
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.3502550125122
********************166********************
Current learning rate: 1e-05
Epoch: [166][  0/292]	Loss 0.6813 (0.6813)	Accuracy 75.000 (75.000)
Epoch: [166][ 10/292]	Loss 0.8683 (0.6598)	Accuracy 71.875 (76.420)
Epoch: [166][ 20/292]	Loss 0.5759 (0.5941)	Accuracy 75.000 (79.315)
Epoch: [166][ 30/292]	Loss 0.6763 (0.5921)	Accuracy 71.875 (78.125)
Epoch: [166][ 40/292]	Loss 0.6535 (0.6011)	Accuracy 75.000 (77.515)
Epoch: [166][ 50/292]	Loss 0.6174 (0.5830)	Accuracy 71.875 (77.941)
Epoch: [166][ 60/292]	Loss 0.5692 (0.5661)	Accuracy 75.000 (78.586)
Epoch: [166][ 70/292]	Loss 0.4105 (0.5628)	Accuracy 81.250 (78.697)
Epoch: [166][ 80/292]	Loss 0.9457 (0.5596)	Accuracy 62.500 (78.819)
Epoch: [166][ 90/292]	Loss 0.7567 (0.5599)	Accuracy 65.625 (78.709)
Epoch: [166][100/292]	Loss 0.5762 (0.5612)	Accuracy 81.250 (78.775)
Epoch: [166][110/292]	Loss 0.4377 (0.5635)	Accuracy 84.375 (78.744)
Epoch: [166][120/292]	Loss 0.6415 (0.5606)	Accuracy 78.125 (78.926)
Epoch: [166][130/292]	Loss 0.4380 (0.5578)	Accuracy 84.375 (79.031)
Epoch: [166][140/292]	Loss 0.5187 (0.5538)	Accuracy 78.125 (79.255)
Epoch: [166][150/292]	Loss 0.8319 (0.5565)	Accuracy 71.875 (79.098)
Epoch: [166][160/292]	Loss 0.3185 (0.5469)	Accuracy 93.750 (79.406)
Epoch: [166][170/292]	Loss 0.5343 (0.5496)	Accuracy 81.250 (79.441)
Epoch: [166][180/292]	Loss 0.5293 (0.5455)	Accuracy 81.250 (79.696)
Epoch: [166][190/292]	Loss 0.5681 (0.5455)	Accuracy 78.125 (79.598)
Epoch: [166][200/292]	Loss 0.6283 (0.5412)	Accuracy 78.125 (79.742)
Epoch: [166][210/292]	Loss 0.4321 (0.5392)	Accuracy 78.125 (79.799)
Epoch: [166][220/292]	Loss 0.7858 (0.5438)	Accuracy 78.125 (79.695)
Epoch: [166][230/292]	Loss 0.6124 (0.5462)	Accuracy 78.125 (79.600)
Epoch: [166][240/292]	Loss 0.5483 (0.5464)	Accuracy 81.250 (79.538)
Epoch: [166][250/292]	Loss 0.4581 (0.5456)	Accuracy 87.500 (79.681)
Epoch: [166][260/292]	Loss 0.5631 (0.5430)	Accuracy 84.375 (79.873)
Epoch: [166][270/292]	Loss 1.1245 (0.5443)	Accuracy 53.125 (79.716)
Epoch: [166][280/292]	Loss 0.4821 (0.5422)	Accuracy 81.250 (79.815)
Epoch: [166][290/292]	Loss 0.5018 (0.5433)	Accuracy 81.250 (79.800)
Test: [ 0/74]	Loss 1.5428 (1.5428)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.5473 (1.2001)	Accuracy 56.250 (61.080)
Test: [20/74]	Loss 1.3229 (1.2837)	Accuracy 62.500 (60.119)
Test: [30/74]	Loss 1.5166 (1.2838)	Accuracy 62.500 (59.778)
Test: [40/74]	Loss 1.2107 (1.2537)	Accuracy 65.625 (60.213)
Test: [50/74]	Loss 2.1495 (1.3015)	Accuracy 46.875 (59.559)
Test: [60/74]	Loss 0.6093 (1.2532)	Accuracy 68.750 (60.656)
Test: [70/74]	Loss 0.9545 (1.2260)	Accuracy 65.625 (61.224)
Current Accuracy: 61.256
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.22930431365967
********************167********************
Current learning rate: 1e-05
Epoch: [167][  0/292]	Loss 0.4538 (0.4538)	Accuracy 84.375 (84.375)
Epoch: [167][ 10/292]	Loss 0.4770 (0.5239)	Accuracy 81.250 (78.977)
Epoch: [167][ 20/292]	Loss 0.5091 (0.5563)	Accuracy 81.250 (79.762)
Epoch: [167][ 30/292]	Loss 0.7612 (0.5479)	Accuracy 68.750 (80.242)
Epoch: [167][ 40/292]	Loss 1.0310 (0.5464)	Accuracy 50.000 (79.726)
Epoch: [167][ 50/292]	Loss 0.5513 (0.5468)	Accuracy 78.125 (79.473)
Epoch: [167][ 60/292]	Loss 0.6865 (0.5448)	Accuracy 71.875 (79.098)
Epoch: [167][ 70/292]	Loss 0.6967 (0.5541)	Accuracy 78.125 (78.961)
Epoch: [167][ 80/292]	Loss 0.6437 (0.5554)	Accuracy 75.000 (78.781)
Epoch: [167][ 90/292]	Loss 0.5151 (0.5529)	Accuracy 78.125 (78.949)
Epoch: [167][100/292]	Loss 0.6278 (0.5571)	Accuracy 71.875 (78.899)
Epoch: [167][110/292]	Loss 0.3619 (0.5601)	Accuracy 84.375 (78.970)
Epoch: [167][120/292]	Loss 0.6294 (0.5547)	Accuracy 68.750 (79.158)
Epoch: [167][130/292]	Loss 0.5734 (0.5533)	Accuracy 78.125 (79.246)
Epoch: [167][140/292]	Loss 0.5160 (0.5512)	Accuracy 78.125 (79.366)
Epoch: [167][150/292]	Loss 0.3604 (0.5485)	Accuracy 78.125 (79.470)
Epoch: [167][160/292]	Loss 0.5662 (0.5541)	Accuracy 78.125 (79.251)
Epoch: [167][170/292]	Loss 0.3823 (0.5593)	Accuracy 90.625 (79.039)
Epoch: [167][180/292]	Loss 0.5362 (0.5561)	Accuracy 81.250 (79.213)
Epoch: [167][190/292]	Loss 0.5185 (0.5605)	Accuracy 81.250 (79.025)
Epoch: [167][200/292]	Loss 0.5306 (0.5576)	Accuracy 75.000 (79.151)
Epoch: [167][210/292]	Loss 0.7385 (0.5569)	Accuracy 71.875 (79.251)
Epoch: [167][220/292]	Loss 0.4313 (0.5568)	Accuracy 84.375 (79.129)
Epoch: [167][230/292]	Loss 0.4941 (0.5567)	Accuracy 84.375 (79.072)
Epoch: [167][240/292]	Loss 0.8752 (0.5590)	Accuracy 68.750 (78.994)
Epoch: [167][250/292]	Loss 0.6260 (0.5595)	Accuracy 81.250 (79.021)
Epoch: [167][260/292]	Loss 0.6246 (0.5611)	Accuracy 75.000 (78.903)
Epoch: [167][270/292]	Loss 0.7084 (0.5615)	Accuracy 71.875 (78.886)
Epoch: [167][280/292]	Loss 0.3709 (0.5591)	Accuracy 90.625 (78.981)
Epoch: [167][290/292]	Loss 0.5736 (0.5592)	Accuracy 84.375 (78.995)
Test: [ 0/74]	Loss 1.5199 (1.5199)	Accuracy 53.125 (53.125)
Test: [10/74]	Loss 1.5637 (1.2019)	Accuracy 56.250 (61.648)
Test: [20/74]	Loss 1.3134 (1.2890)	Accuracy 56.250 (59.821)
Test: [30/74]	Loss 1.5230 (1.2820)	Accuracy 62.500 (59.778)
Test: [40/74]	Loss 1.2146 (1.2541)	Accuracy 68.750 (60.671)
Test: [50/74]	Loss 2.1809 (1.3037)	Accuracy 43.750 (59.926)
Test: [60/74]	Loss 0.6262 (1.2569)	Accuracy 71.875 (61.117)
Test: [70/74]	Loss 1.0512 (1.2312)	Accuracy 59.375 (61.576)
Current Accuracy: 61.598
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.48924565315247
********************168********************
Current learning rate: 1e-05
Epoch: [168][  0/292]	Loss 0.5784 (0.5784)	Accuracy 81.250 (81.250)
Epoch: [168][ 10/292]	Loss 0.5675 (0.5371)	Accuracy 78.125 (80.682)
Epoch: [168][ 20/292]	Loss 0.3741 (0.5326)	Accuracy 90.625 (81.399)
Epoch: [168][ 30/292]	Loss 0.4869 (0.5366)	Accuracy 81.250 (80.544)
Epoch: [168][ 40/292]	Loss 0.4192 (0.5130)	Accuracy 81.250 (81.326)
Epoch: [168][ 50/292]	Loss 0.5636 (0.5172)	Accuracy 87.500 (81.005)
Epoch: [168][ 60/292]	Loss 0.4876 (0.5214)	Accuracy 75.000 (80.430)
Epoch: [168][ 70/292]	Loss 0.3840 (0.5212)	Accuracy 84.375 (80.634)
Epoch: [168][ 80/292]	Loss 0.5533 (0.5276)	Accuracy 81.250 (80.594)
Epoch: [168][ 90/292]	Loss 0.6314 (0.5308)	Accuracy 75.000 (80.529)
Epoch: [168][100/292]	Loss 0.3602 (0.5342)	Accuracy 90.625 (80.446)
Epoch: [168][110/292]	Loss 0.4618 (0.5472)	Accuracy 87.500 (80.011)
Epoch: [168][120/292]	Loss 0.5255 (0.5476)	Accuracy 81.250 (79.855)
Epoch: [168][130/292]	Loss 0.4904 (0.5482)	Accuracy 78.125 (79.890)
Epoch: [168][140/292]	Loss 0.6228 (0.5575)	Accuracy 78.125 (79.499)
Epoch: [168][150/292]	Loss 0.4741 (0.5534)	Accuracy 84.375 (79.574)
Epoch: [168][160/292]	Loss 0.4667 (0.5552)	Accuracy 84.375 (79.387)
Epoch: [168][170/292]	Loss 0.6071 (0.5570)	Accuracy 71.875 (79.203)
Epoch: [168][180/292]	Loss 0.8592 (0.5574)	Accuracy 65.625 (79.040)
Epoch: [168][190/292]	Loss 0.5389 (0.5563)	Accuracy 71.875 (78.910)
Epoch: [168][200/292]	Loss 0.5591 (0.5573)	Accuracy 78.125 (78.840)
Epoch: [168][210/292]	Loss 0.2248 (0.5523)	Accuracy 93.750 (79.058)
Epoch: [168][220/292]	Loss 0.4708 (0.5518)	Accuracy 78.125 (79.129)
Epoch: [168][230/292]	Loss 0.7942 (0.5521)	Accuracy 65.625 (79.153)
Epoch: [168][240/292]	Loss 0.2711 (0.5504)	Accuracy 96.875 (79.201)
Epoch: [168][250/292]	Loss 0.3782 (0.5498)	Accuracy 93.750 (79.283)
Epoch: [168][260/292]	Loss 0.6849 (0.5495)	Accuracy 75.000 (79.310)
Epoch: [168][270/292]	Loss 0.7833 (0.5482)	Accuracy 65.625 (79.347)
Epoch: [168][280/292]	Loss 0.5598 (0.5494)	Accuracy 78.125 (79.337)
Epoch: [168][290/292]	Loss 0.4091 (0.5497)	Accuracy 84.375 (79.403)
Test: [ 0/74]	Loss 1.5203 (1.5203)	Accuracy 53.125 (53.125)
Test: [10/74]	Loss 1.5649 (1.1932)	Accuracy 56.250 (60.227)
Test: [20/74]	Loss 1.3205 (1.2765)	Accuracy 62.500 (59.673)
Test: [30/74]	Loss 1.5074 (1.2713)	Accuracy 62.500 (59.778)
Test: [40/74]	Loss 1.1774 (1.2408)	Accuracy 65.625 (60.518)
Test: [50/74]	Loss 2.1775 (1.2906)	Accuracy 46.875 (59.804)
Test: [60/74]	Loss 0.6251 (1.2448)	Accuracy 71.875 (61.014)
Test: [70/74]	Loss 1.0423 (1.2229)	Accuracy 65.625 (61.576)
Current Accuracy: 61.683
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s195.2181851863861
********************169********************
Current learning rate: 1e-05
Epoch: [169][  0/292]	Loss 0.3686 (0.3686)	Accuracy 84.375 (84.375)
Epoch: [169][ 10/292]	Loss 0.5004 (0.5810)	Accuracy 87.500 (78.977)
Epoch: [169][ 20/292]	Loss 0.5207 (0.5580)	Accuracy 81.250 (79.762)
Epoch: [169][ 30/292]	Loss 0.8075 (0.5675)	Accuracy 68.750 (79.133)
Epoch: [169][ 40/292]	Loss 0.5036 (0.5783)	Accuracy 84.375 (78.963)
Epoch: [169][ 50/292]	Loss 0.5207 (0.5757)	Accuracy 81.250 (78.676)
Epoch: [169][ 60/292]	Loss 0.6579 (0.5687)	Accuracy 78.125 (78.842)
Epoch: [169][ 70/292]	Loss 0.3014 (0.5607)	Accuracy 93.750 (79.005)
Epoch: [169][ 80/292]	Loss 0.4630 (0.5540)	Accuracy 84.375 (79.398)
Epoch: [169][ 90/292]	Loss 0.6994 (0.5561)	Accuracy 71.875 (79.121)
Epoch: [169][100/292]	Loss 0.2856 (0.5581)	Accuracy 90.625 (79.053)
Epoch: [169][110/292]	Loss 0.2823 (0.5594)	Accuracy 87.500 (78.885)
Epoch: [169][120/292]	Loss 0.5061 (0.5566)	Accuracy 78.125 (78.977)
Epoch: [169][130/292]	Loss 0.5709 (0.5566)	Accuracy 71.875 (79.127)
Epoch: [169][140/292]	Loss 0.5735 (0.5561)	Accuracy 71.875 (79.211)
Epoch: [169][150/292]	Loss 0.8974 (0.5630)	Accuracy 68.750 (78.953)
Epoch: [169][160/292]	Loss 0.7022 (0.5607)	Accuracy 75.000 (79.037)
Epoch: [169][170/292]	Loss 0.4898 (0.5636)	Accuracy 78.125 (78.819)
Epoch: [169][180/292]	Loss 0.4519 (0.5593)	Accuracy 81.250 (78.867)
Epoch: [169][190/292]	Loss 0.4970 (0.5632)	Accuracy 87.500 (78.665)
Epoch: [169][200/292]	Loss 0.4941 (0.5632)	Accuracy 90.625 (78.762)
Epoch: [169][210/292]	Loss 0.3621 (0.5629)	Accuracy 87.500 (78.777)
Epoch: [169][220/292]	Loss 0.6449 (0.5615)	Accuracy 75.000 (78.874)
Epoch: [169][230/292]	Loss 0.4279 (0.5612)	Accuracy 81.250 (78.923)
Epoch: [169][240/292]	Loss 0.4194 (0.5630)	Accuracy 81.250 (78.929)
Epoch: [169][250/292]	Loss 0.6621 (0.5626)	Accuracy 71.875 (78.959)
Epoch: [169][260/292]	Loss 0.9624 (0.5623)	Accuracy 65.625 (78.939)
Epoch: [169][270/292]	Loss 0.5771 (0.5627)	Accuracy 78.125 (78.898)
Epoch: [169][280/292]	Loss 0.6567 (0.5637)	Accuracy 75.000 (78.903)
Epoch: [169][290/292]	Loss 0.4072 (0.5637)	Accuracy 84.375 (78.930)
Test: [ 0/74]	Loss 1.5388 (1.5388)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.6161 (1.1952)	Accuracy 56.250 (61.648)
Test: [20/74]	Loss 1.3618 (1.2935)	Accuracy 62.500 (60.119)
Test: [30/74]	Loss 1.5683 (1.2865)	Accuracy 59.375 (60.282)
Test: [40/74]	Loss 1.2109 (1.2563)	Accuracy 68.750 (60.976)
Test: [50/74]	Loss 2.2186 (1.3042)	Accuracy 43.750 (60.478)
Test: [60/74]	Loss 0.5596 (1.2546)	Accuracy 75.000 (61.680)
Test: [70/74]	Loss 1.0467 (1.2304)	Accuracy 65.625 (62.236)
Current Accuracy: 62.196
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s194.48797011375427
********************170********************
Current learning rate: 1e-05
Epoch: [170][  0/292]	Loss 0.3638 (0.3638)	Accuracy 90.625 (90.625)
Epoch: [170][ 10/292]	Loss 0.6557 (0.5493)	Accuracy 78.125 (78.125)
Epoch: [170][ 20/292]	Loss 0.4460 (0.5367)	Accuracy 84.375 (78.869)
Epoch: [170][ 30/292]	Loss 0.3302 (0.5508)	Accuracy 90.625 (78.629)
Epoch: [170][ 40/292]	Loss 0.7992 (0.5519)	Accuracy 68.750 (78.506)
Epoch: [170][ 50/292]	Loss 0.5042 (0.5499)	Accuracy 78.125 (78.860)
Epoch: [170][ 60/292]	Loss 0.4228 (0.5452)	Accuracy 84.375 (79.355)
Epoch: [170][ 70/292]	Loss 0.7775 (0.5538)	Accuracy 68.750 (79.313)
Epoch: [170][ 80/292]	Loss 0.3919 (0.5586)	Accuracy 84.375 (79.205)
Epoch: [170][ 90/292]	Loss 0.7874 (0.5499)	Accuracy 65.625 (79.567)
Epoch: [170][100/292]	Loss 0.4747 (0.5491)	Accuracy 84.375 (79.579)
Epoch: [170][110/292]	Loss 0.3229 (0.5596)	Accuracy 87.500 (79.307)
Epoch: [170][120/292]	Loss 0.6877 (0.5589)	Accuracy 71.875 (79.365)
Epoch: [170][130/292]	Loss 0.3450 (0.5566)	Accuracy 81.250 (79.246)
Epoch: [170][140/292]	Loss 0.7418 (0.5577)	Accuracy 71.875 (79.056)
Epoch: [170][150/292]	Loss 0.7290 (0.5539)	Accuracy 75.000 (79.305)
Epoch: [170][160/292]	Loss 0.6445 (0.5554)	Accuracy 75.000 (79.328)
Epoch: [170][170/292]	Loss 0.5866 (0.5582)	Accuracy 78.125 (79.203)
Epoch: [170][180/292]	Loss 0.3859 (0.5594)	Accuracy 90.625 (79.195)
Epoch: [170][190/292]	Loss 0.5005 (0.5545)	Accuracy 84.375 (79.368)
Epoch: [170][200/292]	Loss 0.2326 (0.5522)	Accuracy 96.875 (79.369)
Epoch: [170][210/292]	Loss 0.5559 (0.5493)	Accuracy 81.250 (79.547)
Epoch: [170][220/292]	Loss 0.7124 (0.5491)	Accuracy 75.000 (79.553)
Epoch: [170][230/292]	Loss 0.5337 (0.5510)	Accuracy 75.000 (79.410)
Epoch: [170][240/292]	Loss 0.6111 (0.5515)	Accuracy 78.125 (79.344)
Epoch: [170][250/292]	Loss 0.5655 (0.5520)	Accuracy 84.375 (79.270)
Epoch: [170][260/292]	Loss 0.5729 (0.5527)	Accuracy 81.250 (79.298)
Epoch: [170][270/292]	Loss 0.4554 (0.5507)	Accuracy 84.375 (79.393)
Epoch: [170][280/292]	Loss 0.3258 (0.5521)	Accuracy 87.500 (79.315)
Epoch: [170][290/292]	Loss 0.6430 (0.5523)	Accuracy 75.000 (79.285)
Test: [ 0/74]	Loss 1.5223 (1.5223)	Accuracy 56.250 (56.250)
Test: [10/74]	Loss 1.6049 (1.2038)	Accuracy 56.250 (61.932)
Test: [20/74]	Loss 1.3267 (1.2937)	Accuracy 59.375 (60.714)
Test: [30/74]	Loss 1.5114 (1.2875)	Accuracy 62.500 (60.484)
Test: [40/74]	Loss 1.2194 (1.2571)	Accuracy 68.750 (61.204)
Test: [50/74]	Loss 2.1989 (1.3084)	Accuracy 43.750 (60.539)
Test: [60/74]	Loss 0.6363 (1.2605)	Accuracy 71.875 (61.834)
Test: [70/74]	Loss 1.0465 (1.2360)	Accuracy 62.500 (62.148)
Current Accuracy: 62.153
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s193.59470963478088
********************171********************
Current learning rate: 1e-05
Epoch: [171][  0/292]	Loss 0.5230 (0.5230)	Accuracy 78.125 (78.125)
Epoch: [171][ 10/292]	Loss 0.3749 (0.5666)	Accuracy 87.500 (79.545)
Epoch: [171][ 20/292]	Loss 0.6191 (0.5661)	Accuracy 75.000 (78.423)
Epoch: [171][ 30/292]	Loss 0.8760 (0.5697)	Accuracy 62.500 (77.823)
Epoch: [171][ 40/292]	Loss 0.5445 (0.5664)	Accuracy 78.125 (78.049)
Epoch: [171][ 50/292]	Loss 0.5708 (0.5672)	Accuracy 75.000 (78.554)
Epoch: [171][ 60/292]	Loss 0.4891 (0.5657)	Accuracy 84.375 (78.791)
Epoch: [171][ 70/292]	Loss 0.4380 (0.5674)	Accuracy 84.375 (79.005)
Epoch: [171][ 80/292]	Loss 0.4862 (0.5634)	Accuracy 84.375 (79.360)
Epoch: [171][ 90/292]	Loss 0.4062 (0.5638)	Accuracy 84.375 (79.258)
Epoch: [171][100/292]	Loss 0.3935 (0.5571)	Accuracy 93.750 (79.610)
Epoch: [171][110/292]	Loss 0.6153 (0.5537)	Accuracy 75.000 (79.617)
Epoch: [171][120/292]	Loss 0.2249 (0.5518)	Accuracy 93.750 (79.545)
Epoch: [171][130/292]	Loss 0.4902 (0.5558)	Accuracy 75.000 (79.198)
Epoch: [171][140/292]	Loss 0.6676 (0.5578)	Accuracy 78.125 (78.945)
Epoch: [171][150/292]	Loss 0.8740 (0.5655)	Accuracy 71.875 (78.704)
Epoch: [171][160/292]	Loss 0.6758 (0.5637)	Accuracy 78.125 (78.882)
Epoch: [171][170/292]	Loss 0.5679 (0.5630)	Accuracy 81.250 (78.819)
Epoch: [171][180/292]	Loss 0.3125 (0.5605)	Accuracy 93.750 (79.040)
Epoch: [171][190/292]	Loss 0.3576 (0.5589)	Accuracy 90.625 (79.074)
Epoch: [171][200/292]	Loss 0.8272 (0.5619)	Accuracy 75.000 (78.933)
Epoch: [171][210/292]	Loss 0.5091 (0.5625)	Accuracy 84.375 (78.910)
Epoch: [171][220/292]	Loss 0.6256 (0.5596)	Accuracy 78.125 (79.087)
Epoch: [171][230/292]	Loss 0.5507 (0.5586)	Accuracy 71.875 (79.180)
Epoch: [171][240/292]	Loss 0.4698 (0.5561)	Accuracy 87.500 (79.331)
Epoch: [171][250/292]	Loss 0.7067 (0.5598)	Accuracy 78.125 (79.221)
Epoch: [171][260/292]	Loss 0.5374 (0.5592)	Accuracy 78.125 (79.239)
Epoch: [171][270/292]	Loss 0.4094 (0.5578)	Accuracy 87.500 (79.278)
Epoch: [171][280/292]	Loss 0.7552 (0.5584)	Accuracy 71.875 (79.204)
Epoch: [171][290/292]	Loss 0.4330 (0.5583)	Accuracy 78.125 (79.145)
Test: [ 0/74]	Loss 1.4857 (1.4857)	Accuracy 53.125 (53.125)
Test: [10/74]	Loss 1.6017 (1.1915)	Accuracy 56.250 (61.648)
Test: [20/74]	Loss 1.3254 (1.2833)	Accuracy 59.375 (59.821)
Test: [30/74]	Loss 1.5511 (1.2789)	Accuracy 62.500 (60.081)
Test: [40/74]	Loss 1.2339 (1.2523)	Accuracy 68.750 (60.823)
Test: [50/74]	Loss 2.2012 (1.2999)	Accuracy 43.750 (60.049)
Test: [60/74]	Loss 0.5959 (1.2511)	Accuracy 71.875 (61.373)
Test: [70/74]	Loss 0.9987 (1.2232)	Accuracy 62.500 (61.796)
Current Accuracy: 61.811
The best accuracy: 64.07518005371094
An epoch time: {:.1f}s194.73947477340698
********************172********************
Current learning rate: 1e-05
Epoch: [172][  0/292]	Loss 0.4160 (0.4160)	Accuracy 87.500 (87.500)
Epoch: [172][ 10/292]	Loss 0.7671 (0.6073)	Accuracy 71.875 (76.136)
Epoch: [172][ 20/292]	Loss 0.7681 (0.5956)	Accuracy 68.750 (77.232)
Epoch: [172][ 30/292]	Loss 0.6592 (0.5797)	Accuracy 68.750 (77.722)
Epoch: [172][ 40/292]	Loss 0.4751 (0.5603)	Accuracy 84.375 (78.582)
Epoch: [172][ 50/292]	Loss 0.6196 (0.5685)	Accuracy 75.000 (78.431)
Epoch: [172][ 60/292]	Loss 0.3073 (0.5704)	Accuracy 93.750 (78.176)
Epoch: [172][ 70/292]	Loss 0.3915 (0.5672)	Accuracy 90.625 (78.345)
Epoch: [172][ 80/292]	Loss 0.5973 (0.5669)	Accuracy 81.250 (78.511)
Epoch: [172][ 90/292]	Loss 0.3803 (0.5672)	Accuracy 87.500 (78.949)
Epoch: [172][100/292]	Loss 0.3446 (0.5739)	Accuracy 87.500 (78.620)
Epoch: [172][110/292]	Loss 0.5577 (0.5681)	Accuracy 81.250 (78.998)
Epoch: [172][120/292]	Loss 0.3685 (0.5600)	Accuracy 90.625 (79.520)
Epoch: [172][130/292]	Loss 0.8144 (0.5634)	Accuracy 71.875 (79.413)
Epoch: [172][140/292]	Loss 0.5975 (0.5610)	Accuracy 78.125 (79.410)
